GeneSymbol,logFC,P.Value,adj.P.Val
CDC73,0.0633909250487631,1.453726889448503e-22,5.331185054086676e-22
NEDD1,0.12224349207916788,1.4570600069795799e-22,5.342232773665065e-22
SLC7A9,0.14170341039500225,1.4669326758234866e-22,5.377247274510026e-22
TXNDC13,-0.14649442376482433,1.5163522169768004e-22,5.557179094722103e-22
STX7,-0.09601335051622764,1.5317188682411034e-22,5.612261042297658e-22
ICT1,-0.04914863420428128,1.5467593241947164e-22,5.666123846643384e-22
C2orf25,-0.11486339247198418,1.5582375888815842e-22,5.706916743103894e-22
CSMD1,-0.0694187340477333,1.5630916722087208e-22,5.723436525090337e-22
CYP27A1,0.14319657638729505,1.5722838393014382e-22,5.755829942469062e-22
ME2,-0.1264992601722827,1.5785143665772432e-22,5.777369515625561e-22
RFWD2,-0.14738251177643313,1.5881800322081318e-22,5.811469489836695e-22
LOC283904,0.12663606004350111,1.5990016488976601e-22,5.849783419809135e-22
MAP3K11,0.11295175009621534,1.6040097162993444e-22,5.866816925463625e-22
LOC338620,0.08847064139180193,1.64173910889096e-22,6.003498027333544e-22
CPZ,0.27007992266624203,1.6567455331719398e-22,6.05704422219772e-22
TTBK2,-0.10889797687078694,1.6737125571661245e-22,6.117733286382166e-22
TBC1D22A,-0.06419194758614548,1.6793177554819644e-22,6.136875236261284e-22
ACSL1,0.14585425741317629,1.6843367314800864e-22,6.153866979474712e-22
SFI1,0.06222952410877482,1.7048391761922117e-22,6.227409038155857e-22
ABCC2,0.06369122584458434,1.7579381855174386e-22,6.419960973802892e-22
SYDE1,0.04445535642241011,1.7790496067352866e-22,6.49563598743138e-22
PSMA3,-0.07895147411794945,1.7806805088657963e-22,6.500166484061256e-22
PLEKHA5,-0.1185527259804746,1.8012021016383687e-22,6.573638156307879e-22
ZNF41,-0.09069509016967536,1.8146451921301163e-22,6.621249722280765e-22
CR1,0.09741133264913007,1.8275010928401577e-22,6.666698382462432e-22
CDC25B,0.10110132990734744,1.8468107701972684e-22,6.735665282242785e-22
UNKL,0.05809444813324531,1.852831608340332e-22,6.756145715838795e-22
RNMT,-0.16269081966218,1.8885429400426309e-22,6.884856607497354e-22
TUBG1,-0.08579429337142594,1.889681131571279e-22,6.887499207459272e-22
CCDC117,0.09907131203718103,1.902206101981726e-22,6.931634044046245e-22
TIMELESS,0.11595330119658515,1.9072723987196747e-22,6.948576137355632e-22
NSBP1,0.08630457978509759,2.059804955807948e-22,7.502642575646698e-22
GALNT10,0.06245346526066056,2.0939142503235287e-22,7.625215705286557e-22
PSMA7,-0.06926291530884529,2.1112541135818662e-22,7.686680915168936e-22
POPDC3,-0.12045122888346907,2.213546977682616e-22,8.0573496802322235e-22
CYP51A1,-0.0646660403852058,2.2654614507150823e-22,8.244518369669389e-22
TGIF2LY,-0.04554049268516642,2.273784575705743e-22,8.273001347065611e-22
THSD7A,-0.14193054875896446,2.293444626304338e-22,8.342711471891615e-22
CXADR,-0.1352634809562482,2.301693273536506e-22,8.370889722874801e-22
ZADH2,-0.06255986259531847,2.3417369142140203e-22,8.514663743936818e-22
GALT,-0.06382896604157653,2.3435975746947065e-22,8.519570240993148e-22
THY1,-0.15057860746226837,2.3859627746392347e-22,8.671686734261332e-22
MGC11102,0.06185901984129033,2.4291852939868953e-22,8.826852101831143e-22
ADAM12,0.17334557162120404,2.462768520666823e-22,8.946931464659241e-22
CDC23,0.04303563193746045,2.4883466819814024e-22,9.037883415112924e-22
BTK,0.1553354164477296,2.553951835291032e-22,9.274145431093869e-22
IL1RL1,0.1936321476041586,2.5667360392766828e-22,9.318537986602755e-22
SAMD11,0.06809930465048039,2.5731239132494717e-22,9.33766047264573e-22
C1QTNF6,0.07565171979049518,2.5728656876162717e-22,9.33766047264573e-22
DHRS2,-0.04739623277089275,2.588928933232775e-22,9.392970116131278e-22
GAGE7,0.17730135729675983,2.605368296784591e-22,9.450556660343584e-22
MTMR15,0.05552975275551418,2.619020387594618e-22,9.498009954053692e-22
CD86,0.21373300645074172,2.6603622016415514e-22,9.645838931278246e-22
RP3-402G11.5,0.05202709073857202,2.689453735745131e-22,9.749196661400231e-22
NFIL3,0.16044033756718104,2.7293818314230485e-22,9.891783131542774e-22
RPPH1,0.10053788538692623,2.7531159520112227e-22,9.975630403199612e-22
LEPROTL1,-0.07483948177544278,2.8279209756243933e-22,1.0244451116914106e-21
THOC6,0.07742530635940827,2.832183094942897e-22,1.0257661181075513e-21
tcag7.1314,-0.07760075649362441,2.849447838586348e-22,1.0317948453325273e-21
MAB21L1,0.12429678916726936,2.9130710181314845e-22,1.0546038550107118e-21
ZCCHC7,-0.06421867993724265,2.9862807686939244e-22,1.080872778660199e-21
AP3D1,-0.04469565064608588,2.995314149388871e-22,1.0839069486518165e-21
C8orf4,-0.06768177498888638,3.0013747878311775e-22,1.0858642957971936e-21
CCL16,0.07776593920028003,3.099087171609705e-22,1.1209721864055595e-21
DOCK7,0.10452007693332649,3.106638471353793e-22,1.1234597110815887e-21
CD55,0.1320523761412357,3.1585108558208596e-22,1.1419705988587288e-21
TNKS2,0.07748026680279432,3.2098080787462435e-22,1.1602655493324816e-21
PDE3B,0.04282104825856791,3.24935246957387e-22,1.1743051301882231e-21
NUDT4P1,-0.22439507165759193,3.2710304535890093e-22,1.181883163022707e-21
MDM2,0.04859520851710859,3.2786832581371373e-22,1.1843914548796283e-21
LOC283378,-0.10651602695251264,3.299207217689402e-22,1.1915472274723927e-21
NDFIP1,-0.15878926858711734,3.314031493283951e-22,1.1966418375749461e-21
ARID3A,0.0647301419766386,3.3152411146361583e-22,1.1968192793391886e-21
SUPT16H,-0.04217664699468667,3.3415797682460824e-22,1.2060663906877348e-21
KIAA0500,0.19463851488017875,3.3744144762321854e-22,1.2176535909903234e-21
PLGLA1,0.08753157664608588,3.553908293384127e-22,1.2821460879184475e-21
LCTL,0.1471181327124923,3.5935925641140873e-22,1.2961823915237479e-21
UAP1L1,0.10797098728073559,3.6207026633880113e-22,1.3056781904933525e-21
P18SRP,0.06106984669353141,3.6831025026348894e-22,1.3278931221096452e-21
CDC7,-0.10846121236671666,3.736819245368385e-22,1.3469685465026773e-21
CRTAP,0.06667990949147728,3.7798044640774777e-22,1.3621682869677137e-21
C9orf41,-0.09913958270245635,3.7995471785492668e-22,1.3689871174777293e-21
PODXL,0.14379870860875282,3.818846674634347e-22,1.3756433416797829e-21
PRDX2,-0.054861151408379896,3.8564948362777733e-22,1.3889049049434367e-21
CHSY-2,-0.11544938159823916,3.9991894209190545e-22,1.439984712839134e-21
ARPC3,-0.0868726340665256,4.0849906795969747e-22,1.470561345534759e-21
ZBTB8OS,-0.05262706909341483,4.0885877105138758e-22,1.4715383500648643e-21
RBM11,-0.10707194930928332,4.164781376410927e-22,1.4986378073096887e-21
CHCHD4,-0.06390634596648859,4.18087111501712e-22,1.5041026826564181e-21
LOC151438,0.12984640336317854,4.230839937545598e-22,1.5217508465197463e-21
IL8RA,0.04071335816131292,4.232643512919614e-22,1.5220710293330265e-21
THOC1,0.06453588025842202,4.392109109034567e-22,1.579074567269731e-21
THBD,0.10628869796287241,4.568651068717131e-22,1.6421915748296437e-21
RYR1,0.12022124105070268,4.586897710958984e-22,1.6483947262329201e-21
MGC16169,0.06738451295971647,4.590315947113992e-22,1.6492674631890376e-21
PAIP1,-0.0859705342384775,4.618577220320529e-22,1.659063824087547e-21
TBC1D25,-0.06740839597061783,4.728292630305716e-22,1.6981092325735873e-21
IRX3,0.2630363193697555,4.781531235420009e-22,1.7168592223020694e-21
C20orf72,0.08376105966038155,4.837245262787564e-22,1.7364897686146485e-21
SAPS3,0.042806936759941745,4.905986160968866e-22,1.760787279482774e-21
DKFZp547J222,0.08287572901073145,4.920398460549126e-22,1.765579671545879e-21
KCNE4,0.07844664776451202,4.92716975921894e-22,1.7676287807884697e-21
OTUD5,-0.05613792690272652,4.979480151297503e-22,1.7860107025661127e-21
PSMD9,-0.07180989245948838,5.100489096085203e-22,1.829019804113704e-21
TRAM1,0.07197483019454284,5.111066935958135e-22,1.8324186622376585e-21
LEPREL2,0.05805818107305506,5.127980458380254e-22,1.838087037178932e-21
PLIN,0.12512236616093692,5.221114550103383e-22,1.8710678035037155e-21
ZNF57,-0.06100866689276761,5.274375377848264e-22,1.8897482540628567e-21
GPS2,0.06909001710026505,5.286281823543039e-22,1.8936070573413843e-21
IL11RA,0.053736492009439474,5.2925188333658115e-22,1.8954337811993957e-21
GPER,0.13661685623507136,5.345709066953057e-22,1.9140716779481253e-21
CLSPN,-0.10174890976658721,5.3772052644028085e-22,1.92493552150394e-21
MLLT4,-0.04681182801183138,5.38911879754635e-22,1.9287859888812794e-21
HTR1F,-0.12918746085746452,5.4610841074412245e-22,1.9541229453811585e-21
RNF170,-0.09996984476987877,5.508789656761477e-22,1.9707700910320575e-21
MRPS12,-0.050182697607413194,5.511946506311373e-22,1.9714762090829087e-21
UBQLN4,-0.0926541323392172,5.604406455962465e-22,2.0041165060549038e-21
C17orf87,0.06145864809060736,5.618512652485178e-22,2.0087297756063723e-21
CD300LB,0.05523339626743784,5.671883611220763e-22,2.027375986644848e-21
KIAA0355,0.07719429553599753,5.697022583662437e-22,2.035925033972782e-21
CREBL2,0.06535382449591329,5.819905934133132e-22,2.079393492418407e-21
PPAP2B,0.18306253669337375,5.837851611324259e-22,2.0853581833034823e-21
MAMDC2,0.08015043293716456,5.874633743803134e-22,2.0980475076454226e-21
PLCH1,-0.13980161418313128,5.931400074498519e-22,2.1178669561054924e-21
KRT19,0.19498042676970007,5.978609387889962e-22,2.134266213363289e-21
C17orf32,-0.06462361524588042,6.32978677478553e-22,2.2591468583213975e-21
LOC644976,-0.058109490088711725,6.334943854291622e-22,2.260503305951083e-21
FCGR3B,0.16551459453295664,6.421380568156324e-22,2.2908560434116246e-21
GPNMB,0.18093357465557428,6.435778783586595e-22,2.295501233940219e-21
NDUFB7,-0.055619130371666325,6.477152322364728e-22,2.3097638840121086e-21
ADPRH,0.08524940320508527,6.486080879188326e-22,2.3120631154166366e-21
PCTK2,-0.14985411083418226,6.486374858721061e-22,2.3120631154166366e-21
EML4,-0.10035339518254366,6.583400226337277e-22,2.3461458804894004e-21
FLJ11236,0.05088231962386891,6.5866132659387265e-22,2.3467890413428037e-21
WDR19,0.07789028964688721,6.599416038616178e-22,2.3508479877618637e-21
ACCN1,-0.05752949160938792,6.66097888321867e-22,2.3722708294497954e-21
FLJ33590,0.036172754101867266,6.8170305610679205e-22,2.4273290014879452e-21
DTYMK,0.079825904893947,6.922676116931614e-22,2.4644194576489732e-21
TXNDC3,0.1013929050114095,6.931822429614983e-22,2.467148418776251e-21
NDNL2,-0.06596394854770289,7.0937211609823e-22,2.5242316768440963e-21
SAV1,0.0676097960028279,7.186311199633694e-22,2.5566330023632768e-21
TOR1AIP1,0.07667292076487404,7.2523025104121275e-22,2.5795596378550203e-21
SLC41A3,-0.051777560954448125,7.270737160353719e-22,2.5855647469085442e-21
HSPA9,-0.07435932231891103,7.285266327714516e-22,2.590178751547572e-21
SERPIND1,0.2513414692898274,7.359436606303963e-22,2.6159908619336446e-21
DPM2,-0.09686978232678241,7.369332212685731e-22,2.6189497119256774e-21
WDR16,-0.08840811334267104,7.371368092602326e-22,2.6191146672734573e-21
LDHA,-0.13307894182672386,7.374957096723496e-22,2.6198312739245436e-21
PARN,-0.047477415331449974,7.420763629931344e-22,2.6355414562910467e-21
PKD2,0.08368998322217999,7.571283498804558e-22,2.6884267680391893e-21
ZFAND1,-0.09448467549955003,7.699596084574261e-22,2.7334058192020767e-21
SOCS3,0.09256657382495953,7.762533498400512e-22,2.7551620493577447e-21
FXYD1,0.17888465888720764,7.890698201768885e-22,2.8000552562665396e-21
KCMF1,-0.06669964294608383,7.980421427526884e-22,2.831291093640792e-21
GPR126,0.05323972458812,8.351819504199394e-22,2.9624248662830715e-21
SIP1,-0.0798382838782104,8.379225946057212e-22,2.971513538308095e-21
ZNF75,-0.11387540597636943,8.463338699160471e-22,3.000703746442768e-21
NDE1,0.17413709114065748,8.73210827243409e-22,3.0953382738107147e-21
COQ10B,-0.06575731241417505,8.839111326031377e-22,3.132602108400401e-21
FAM83H,-0.08457787964204644,9.14091888424381e-22,3.2388745967901097e-21
XKR7,0.06955281072633449,9.156584191232168e-22,3.2437355221660893e-21
SLC13A4,0.29544543217067426,9.347917583159017e-22,3.310811872598552e-21
NDUFS5,-0.05895281065478735,9.38861714319747e-22,3.324520103575067e-21
SEC24C,0.039283621705773576,9.6614394359216e-22,3.420399973660454e-21
C2orf52,-0.07172879980687283,9.718118019667378e-22,3.4397348912433555e-21
PDK2,0.08542776136217177,9.735073458858248e-22,3.445004547003904e-21
ACAA1,0.05739245776905075,9.76215707267624e-22,3.453855317602481e-21
CHEK2,0.08512281867641854,9.768071025569653e-22,3.455214085546438e-21
IQCK,0.15094093219933225,9.812272195568364e-22,3.470112560843617e-21
KIF19,0.05533996150365933,1.0047858248994104e-21,3.552673665632034e-21
SYPL1,0.11985567959932608,1.0216276999197248e-21,3.611456086436635e-21
SLFNL1,0.1157116661882063,1.0242867073833982e-21,3.620087739520031e-21
ARFGEF1,-0.06304771477680296,1.0341237526002421e-21,3.654079349730796e-21
EIF2B4,0.041641032363581264,1.0377446484402196e-21,3.6660964217951705e-21
ROBO4,0.12566736101864392,1.0417613792515762e-21,3.679506490853808e-21
STMN4,-0.11529988813415862,1.060068484403704e-21,3.743373855499751e-21
GUCA1C,-0.1547736136720978,1.0647310613563962e-21,3.759042035263345e-21
HGSNAT,-0.08386978715348058,1.0743209986021216e-21,3.792095979814817e-21
MAOB,0.09545706426751319,1.0794709725596171e-21,3.809467235648763e-21
GINS1,-0.08048331255306965,1.0825850738709722e-21,3.819648035355893e-21
GDAP2,0.05386485245706164,1.0975568828997197e-21,3.871652814699604e-21
AGXT2L2,0.08147477757617835,1.1017552913183754e-21,3.885640248577652e-21
ACBD3,-0.06469880513513253,1.1030134748359067e-21,3.8892544529550466e-21
FAM103A1,-0.050347793701015824,1.1093168607244001e-21,3.910652880708992e-21
F7,-0.0906775878309811,1.1105670091051638e-21,3.914231945797049e-21
UBE2J1,0.06783241686069263,1.1420792903789472e-21,4.02444687986356e-21
HAPLN2,0.10746005974322313,1.1583141427971398e-21,4.0807921512836234e-21
ZNF529,-0.05300769516549003,1.1621176057944164e-21,4.093326523559111e-21
DPEP1,0.05032738356156359,1.2276710785444853e-21,4.3233116764296926e-21
COMP,0.07107097454658105,1.2385256498982933e-21,4.36061513414434e-21
GLB1,0.0586983239043723,1.2451135633531395e-21,4.382883907840455e-21
MRP63,-0.08634196718194988,1.2568608029945608e-21,4.4233006169168654e-21
TRMT6,-0.06231227852948839,1.2683460791375142e-21,4.462778518316625e-21
CARD8,0.11793200497345181,1.2886967349304445e-21,4.5334267238507344e-21
WDR68,0.07743065689213068,1.2994254702004584e-21,4.5702038909709665e-21
CCT2,-0.09162724464665092,1.3165074299005356e-21,4.629305721009184e-21
NADK,0.05586821637372509,1.3174904082780369e-21,4.631784844629791e-21
FKRP,-0.058544696664608584,1.3452539522512972e-21,4.728393136535671e-21
DAB1,-0.07225532052690466,1.3473804707354346e-21,4.734868866371843e-21
NKD1,0.11344314339736387,1.3518803420415182e-21,4.749680375243487e-21
FKBPL,-0.05589875558152455,1.3746569537645505e-21,4.828685387338211e-21
BCS1L,-0.05636945336318677,1.4237172691840251e-21,4.999963029227101e-21
ZFX,0.062156943896083824,1.4737919199739104e-21,5.174729994615517e-21
GABRA6,-0.1427791894011506,1.4772698781174902e-21,5.1858490096797674e-21
HSPA8,-0.18277715923570986,1.4839155676266246e-21,5.208081090760335e-21
C20orf30,-0.057720383675754494,1.5095425068985418e-21,5.2969080511596754e-21
FCGR1B,0.3028801070453667,1.5216386634598084e-21,5.338228776398789e-21
OSMR,0.13265834410326896,1.5321021206870086e-21,5.3738054597197035e-21
IQGAP2,0.11547906847831106,1.5979841630332901e-21,5.603705406731218e-21
TMC6,0.11702858228995358,1.6177358593558609e-21,5.671775796403549e-21
UCN,0.06907389678755907,1.6191061678395535e-21,5.6753860287922415e-21
GAGE4,0.16392061428173413,1.6288983077887598e-21,5.708509232595561e-21
NLGN1,-0.10465465372809123,1.699761135855153e-21,5.955597049598458e-21
ABCG1,0.0765076073833532,1.7438146123058533e-21,6.108666533417015e-21
CKAP4,-0.07877815261034107,1.744647847235627e-21,6.110300909275849e-21
SALL1,0.12931938229193343,1.74955938358814e-21,6.126215080502787e-21
hCG_1646471,0.04222442449619005,1.8311813976941135e-21,6.410673699826619e-21
LOC728666,-0.06775517827840354,1.8384149086143807e-21,6.4346452503990836e-21
SPDEF,-0.05084739025339203,1.8454034118588114e-21,6.4577493606079866e-21
ENY2,-0.07304065977897267,1.8792715530347526e-21,6.573505701043476e-21
NIPA1,-0.10811051206854325,1.878885692473085e-21,6.573505701043476e-21
LAMP2,0.15001615310805524,1.882805397354282e-21,6.584484604724398e-21
LRRC43,0.08746105403433325,1.9345090624954454e-21,6.76388145560724e-21
TMEM161B,-0.08449828564319087,1.940999892177427e-21,6.78515254945346e-21
IGF2AS,0.12992817846764845,1.9550956233093702e-21,6.832993596230568e-21
ILDR1,0.1044040097413602,2.0499421212077115e-21,7.162976621473119e-21
PSMB9,0.11893701153388536,2.0589936252151673e-21,7.193096387963427e-21
ARHGAP5,0.08456550850289603,2.078722679079154e-21,7.260497741390698e-21
LOC283713,-0.0849711904281508,2.0974969549888143e-21,7.324536726306288e-21
MTHFD2,0.21067353979022374,2.10853569341802e-21,7.361541754686337e-21
ATAD4,-0.042981655410454074,2.1129657298784978e-21,7.375463117447693e-21
LOC196541,-0.2086239152411588,2.1173125831471058e-21,7.389088352997565e-21
DENND2D,0.10148329772414014,2.1182305626091434e-21,7.3907441573113e-21
CARD10,0.12215506954695705,2.132481282190414e-21,7.438908956755507e-21
SGMS1,0.0907821470092665,2.170608290359976e-21,7.570325774499506e-21
LIMA1,0.07978134544522088,2.1728718055627495e-21,7.576634393784822e-21
TMEM104,0.07547645081525786,2.243750671660588e-21,7.822146693002518e-21
AFAP1L1,0.13274610345516746,2.2631767099077007e-21,7.888219346141377e-21
ARL10,-0.07245752269181559,2.278480180636814e-21,7.939898312449156e-21
LOC644538,0.0986199668260756,2.2849096626011553e-21,7.960638640515503e-21
TNRC6A,0.03922925854811424,2.2916752009033727e-21,7.982540875387501e-21
EFHA2,-0.10091503315790837,2.3109825246749604e-21,8.048111346119862e-21
CEP70,0.05931143110454899,2.3192398746020774e-21,8.075180374084626e-21
ARMCX2,-0.07785119403081159,2.3271989027043202e-21,8.101199606155168e-21
BMP4,0.27867362721201966,2.346005656320579e-21,8.164962041964522e-21
NEK9,0.09428768448768235,2.3754676998363864e-21,8.265774431003037e-21
SIX1,0.2848916885799486,2.4072453528270742e-21,8.374600534344544e-21
KLF1,0.09260370003815492,2.4235801277453275e-21,8.429667970934699e-21
METTL9,0.046329680169092044,2.436681018453896e-21,8.473466713588425e-21
COL4A2,0.11712814262769251,2.512253160850276e-21,8.734443286544752e-21
CDC37L1,-0.09632537383032462,2.5184376731969833e-21,8.75411877057875e-21
FOLR3,0.06007497090812616,2.5376351516712243e-21,8.819009836798599e-21
GRPEL1,-0.06320670732356895,2.598005616992896e-21,9.026931943613348e-21
WDR77,-0.05499967649814465,2.605437615392132e-21,9.050867713757451e-21
ZNF596,-0.061241118033969595,2.6893857032244607e-21,9.340542592441103e-21
BRAP,-0.04786959102571564,2.7239746509639515e-21,9.458702559629774e-21
HERC1,-0.06865334942137662,2.7537875460214073e-21,9.560232430604319e-21
CNNM3,0.10123199187482641,2.8473920722993445e-21,9.883137157424761e-21
NAP1L4,0.04806592863855004,2.8995090962979254e-21,1.0061936605728577e-20
NNAT,-0.15622003569691392,2.9156681480390735e-21,1.0115905479684181e-20
SMTNL2,0.14968906547995894,2.9163722082212316e-21,1.011624198122369e-20
DZIP3,-0.06723954678081837,2.9340767948630333e-21,1.0174676408166321e-20
CCDC13,-0.07750190336358947,2.9344391993307334e-21,1.0174676408166321e-20
ZNF445,0.08244042239574687,3.0611017464583705e-21,1.0611649574158994e-20
PNPLA4,-0.06370902685348263,3.0991991162915726e-21,1.0741483792404901e-20
LY75,0.10268921962371276,3.1441403792082443e-21,1.089497926369852e-20
C11orf61,0.0568700276228498,3.1874279585042227e-21,1.1042681808838746e-20
LOC401577,0.06643789419130039,3.1918413984471987e-21,1.1055673469907322e-20
SALL3,0.139250532954513,3.2032154659995506e-21,1.109276444834092e-20
KIAA0692,-0.054987003093556405,3.2339427777770404e-21,1.1196846550774278e-20
CCDC7,-0.1270298127582679,3.5034480831879756e-21,1.2127432251401002e-20
HEBP1,0.06226677048921204,3.5980674462228624e-21,1.2452377138911273e-20
IRF5,0.09605560916803371,3.627907905161381e-21,1.2553043465865709e-20
FAM50A,0.06215912361597904,3.642799622218711e-21,1.260195410102815e-20
CAMK1D,-0.09548934449595131,3.6826383217147106e-21,1.2737128475104596e-20
MED20,0.060740862336234436,3.72440764440787e-21,1.2878922802741803e-20
EXTL2,-0.08322081928641237,3.7537589933672575e-21,1.297772611316846e-20
HLA-DRB3,0.2644965558397699,3.8759986687765586e-21,1.3397561048847246e-20
EED,0.056714263076613924,3.87867273548035e-21,1.3404023737877345e-20
BRI3,0.09636470147747278,3.882027765458092e-21,1.3412836550610335e-20
SLC37A3,-0.0554289583956503,3.887644733118454e-21,1.3429459335133898e-20
MYL3,0.09835163753831107,4.026847883861726e-21,1.390743899205633e-20
DMKN,-0.11952251839934044,4.047479652648527e-21,1.3975797955187538e-20
KIAA0174,0.06965848119105095,4.073321289375459e-21,1.406211434973123e-20
SCGN,0.1280289600796774,4.138226776519568e-21,1.4283225145799932e-20
GNL3,-0.0784767548863345,4.268046597618219e-21,1.472825191607165e-20
FNTA,0.06346594922650185,4.371992866693156e-21,1.5083827977344672e-20
FADD,0.044244668568156974,4.3921206032793425e-21,1.5150134078461388e-20
C3orf37,-0.0840423444651921,4.3936849456341964e-21,1.5152393612178857e-20
ANKRD22,0.12288261258676075,4.470318665851326e-21,1.5413488567710842e-20
C17orf79,-0.059176282568923363,4.592730204667162e-21,1.5832283022460403e-20
APPBP2,-0.050414083272872404,4.61349482264862e-21,1.5900574503540145e-20
LOC389541,-0.050512319810986236,4.632265975657344e-21,1.596196861421712e-20
STOML2,-0.05374452918321533,4.775127666511232e-21,1.645084296769551e-20
COL23A1,-0.10313849608180192,4.835150366065462e-21,1.6654184725116752e-20
CRYBB2,-0.2044684371696117,5.03564723214778e-21,1.734119146032457e-20
LRP12,-0.07360957203520443,5.125315146576685e-21,1.764633297573427e-20
HIP1,0.11462695971329855,5.20423085189512e-21,1.7914336483367133e-20
C18orf26,0.06374852624809452,5.208911590031991e-21,1.792674571174992e-20
KDR,0.18699202635338708,5.261840069615497e-21,1.8105162692560942e-20
VIT,-0.1330180869313643,5.270728566517525e-21,1.8132002649142865e-20
ACSL3,-0.11252360510355454,5.309783910913101e-21,1.8262588047772118e-20
ZNF329,-0.06864475509081364,5.327382871190962e-21,1.831933721946475e-20
NXT2,0.11218539261595029,5.365697642021477e-21,1.8447283991468102e-20
MEOX2,0.1923098350530039,5.417883866917623e-21,1.8622858242226747e-20
ITGA10,0.10707132367417506,5.510544474985497e-21,1.8937453728842715e-20
KIAA1429,0.0538419730654925,5.539001329084794e-21,1.903132332945753e-20
CTGF,0.2166859814398952,5.552260051311441e-21,1.9072946092569335e-20
CDC26,0.056340719804895814,5.6175313710003e-21,1.9293186885067806e-20
TMEM55B,-0.05556498498750949,5.67784161866768e-21,1.9496301820209812e-20
LOC388621,0.061235828391512225,5.7053186547980475e-21,1.9586615175845624e-20
DMXL1,-0.07746862498307173,5.718258605549203e-21,1.9626995139623465e-20
RER1,0.07335516778785289,5.7597687521561176e-21,1.976133137449651e-20
VIPR1,-0.1108998508699815,5.758992483653349e-21,1.976133137449651e-20
IFNAR2,0.09898947509477912,5.917280301466075e-21,2.0297562565588857e-20
GLCCI1,-0.09679021932358745,6.069750792712308e-21,2.0816284669635294e-20
VPS45,0.04526611053975158,6.207168054840812e-21,2.1283178696680513e-20
TMEM106C,0.06178929729721594,6.462989099682374e-21,2.2155780777022648e-20
NRBP2,-0.09393003368621944,6.4777730630469554e-21,2.220189434854267e-20
ADD3,0.14007492700620508,6.481355411310155e-21,2.2208010529502692e-20
MRPL14,-0.058213064699642075,6.4822229486018426e-21,2.2208010529502692e-20
ZNF619,-0.03981846187061927,6.621173203065259e-21,2.267938956955385e-20
GLIS2,0.06299342836665503,6.6311459957982244e-21,2.270888139621488e-20
MAK10,-0.07724328464807478,6.69093798289104e-21,2.29089358017046e-20
IGLL1,0.08829731693955886,6.72143194086752e-21,2.3008615830447074e-20
MYO7A,0.0992635061054962,6.785027270400404e-21,2.3221543321822212e-20
C3orf63,0.11023686736556401,6.831734407454412e-21,2.3376595927273168e-20
MLXIPL,0.048516415637318684,6.92730494266116e-21,2.3698749653973635e-20
MPV17,-0.0377477386064249,6.952460901747122e-21,2.3779927846205672e-20
TMOD3,0.060185605824117534,7.02053753914559e-21,2.4007846819684405e-20
NAPE-PLD,-0.11477304878487363,7.037017589848477e-21,2.405926571958043e-20
PSMC5,-0.04239508504862338,7.102725308804371e-21,2.4278936317110984e-20
LOC202781,-0.08354445148713786,7.119381135576804e-21,2.4330879254153378e-20
ADARB1,-0.06492622654336368,7.257413328316915e-21,2.4797526287281742e-20
STX18,-0.04949074449192677,7.265770594538251e-21,2.4820992453338542e-20
TNFSF13,0.1120068815511691,7.284038732246304e-21,2.4878299125671737e-20
APP,-0.11797859237213479,7.292071218533013e-21,2.4900630079023387e-20
SMAD5,0.11714821843789809,7.336653327738684e-21,2.5047734286711212e-20
SP1,0.06765779854092871,7.457552822333994e-21,2.5455276573407148e-20
CDK8,-0.10831816795171562,7.462415011782575e-21,2.54666565136893e-20
PLXNA4,-0.08761588654892954,7.485764429390128e-21,2.554110942902479e-20
PLAC8,0.25932084279028966,7.566098291178876e-21,2.5809920557667303e-20
DLX6,-0.07674444184729812,7.673795614779747e-21,2.6171946402924624e-20
RBL2,0.08255168225889667,7.730881578056756e-21,2.6361246289490034e-20
FIGF,0.055893300549052186,7.754757343601668e-21,2.6437249667303234e-20
RNF121,0.08013287887240599,7.949250176187906e-21,2.7094764764981647e-20
HLA-DRB6,0.19735839458122767,8.041684709789882e-21,2.7404219632707276e-20
PLXNC1,-0.06150853664989618,8.210379593204707e-21,2.797337263160156e-20
NUS1,-0.10278196528985001,8.219297255228111e-21,2.799803136981219e-20
OR2AG2,0.07559581204948222,8.530820697059968e-21,2.905325896092526e-20
SLC27A3,0.08933184363124481,8.602005882226396e-21,2.928970699252568e-20
MTCH2,-0.08456390209298748,8.767262307135723e-21,2.984630420553824e-20
CALB2,-0.19158305819360488,8.813196832971788e-21,2.9996550658627836e-20
AKT1,0.0722314708199096,8.895441078769506e-21,3.0270294085483974e-20
HILS1,0.07580471953074377,9.160878231250606e-21,3.1167185554422234e-20
IFNGR1,0.12619624461904047,9.320344044865605e-21,3.170324824732403e-20
MTA2,0.1809996510029957,9.322835958307962e-21,3.170525273658038e-20
AIRE,0.030845316095234235,9.339300358750585e-21,3.175476457421338e-20
OXSR1,0.040471156761764944,9.34294342429308e-21,3.176067099600569e-20
EIF3B,0.049215801979104176,9.470480975745633e-21,3.218765959205083e-20
ZNF319,0.05548411975332648,9.572363786957934e-21,3.252729815372492e-20
GCUD2,-0.09417590998910007,9.604751247750123e-21,3.263069822477228e-20
HTATSF1,-0.05046557378941648,9.946338993203416e-21,3.3784303502393336e-20
C19orf12,-0.06582656158751345,9.964692140800106e-21,3.383974522810128e-20
RAD50,-0.06503045899692542,1.001158496888451e-20,3.3992064368682046e-20
